resultsId,seasonId,raceId,pos,number,teamId,driverId,laps,time,gap,interval,kp/h,best,lap,POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,is_dnf,best_lap_seconds
5228,10,125,6,13,,,,,,,,,,,,Classified,46,02:00.7,5.76,0.129,45,01:04.5,130.8,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,10,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5229,10,125,7,2,,,,,,,,,,,,Classified,46,02:01.3,6.363,0.603,45,01:04.7,130.5,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,9,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5230,10,125,8,48,,,,,,,,,,,,Classified,46,02:02.2,7.221,0.858,45,01:04.4,131,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,21,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5231,10,125,9,23,,,,,,,,,,,,Classified,46,02:04.5,9.592,2.371,44,01:04.9,129.9,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,12,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5232,10,125,10,8,,,,,,,,,,,,Classified,46,02:04.6,9.644,0.052,37,01:04.7,130.3,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,23,Taylor,BARNARD,,GBR,GBR,BAR,,,,,,,,
5233,10,125,11,51,,,,,,,,,,,,Classified,46,02:05.1,10.133,0.489,34,01:04.8,130.2,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,27,Kelvin,VAN DER LINDE,,ZAF,ZAF,VDL,,,,,,,,
5234,10,125,12,21,,,,,,,,,,,,Classified,46,02:05.4,10.427,0.294,39,01:04.5,130.8,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,26,Jordan,KING,,GBR,GBR,KIN,,,,,,,,
5235,10,125,13,16,,,,,,,,,,,,Classified,46,02:11.5,16.598,6.171,44,01:04.6,130.5,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,25,Paul,ARON,,EST,EST,ARO,,,,,,,,
5236,10,125,14,33,,,,,,,,,,,,Classified,46,02:18.2,23.27,6.672,38,01:05.2,129.3,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,17,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5237,10,125,15,5,,,,,,,,,,,,Classified,46,02:50.5,55.538,32.268,46,01:03.7,132.5,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,11,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5238,10,125,16,3,,,,,,,,,,,,Classified,45,02:01.4,1 Lap,1 Lap,38,01:04.7,130.4,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,18,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5239,10,125,17,18,,,,,,,,,,,,Classified,45,02:08.2,1 Lap,6.803,37,01:05.3,129.2,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,19,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5240,10,125,18,17,,,,,,,,,,,,Classified,45,02:13.9,1 Lap,5.685,43,01:03.0,133.9,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,13,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5241,10,125,,1,,,,,,,,,,,,Not classified,38,54:14.1,,,22,01:04.3,131.2,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,3,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5242,10,125,,7,,,,,,,,,,,,Not classified,28,37:11.0,,,25,01:05.5,128.8,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,6,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5243,10,125,,11,,,,,,,,,,,,Not classified,20,28:16.1,,,20,01:06.0,127.7,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5244,10,125,,4,,,,,,,,,,,,Not classified,9,10:11.4,,,5,01:05.6,128.6,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,24,Joel,ERIKSSON,,SWE,SWE,ERI,,,,,,,,
5245,10,126,1,13,,,,,,,,,,,,Classified,41,47:55.0,-,-,39,01:04.0,131.7,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,10,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5246,10,126,2,37,,,,,,,,,,,,Classified,41,47:55.7,0.691,0.691,40,01:03.7,132.4,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,1,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5247,10,126,3,22,,,,,,,,,,,,Classified,41,47:57.9,2.82,2.129,24,01:04.2,131.5,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,3,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5248,10,126,4,94,,,,,,,,,,,,Classified,41,47:59.2,4.147,1.327,39,01:04.2,131.4,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,2,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5249,10,126,5,1,,,,,,,,,,,,Classified,41,47:59.6,4.548,0.401,39,01:04.1,131.7,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,4,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5250,10,126,6,9,,,,,,,,,,,,Classified,41,48:00.0,4.953,0.405,38,01:04.3,131.1,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,5,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5251,10,126,7,18,,,,,,,,,,,,Classified,41,48:01.1,6.032,1.079,38,01:04.4,131,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,20,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5252,10,126,8,8,,,,,,,,,,,,Classified,41,48:01.7,6.698,0.666,15,01:04.2,131.4,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,22,Taylor,BARNARD,,GBR,GBR,BAR,,,,,,,,
5253,10,126,9,4,,,,,,,,,,,,Classified,41,48:02.2,7.119,0.421,38,01:04.2,131.4,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,27,Joel,ERIKSSON,,SWE,SWE,ERI,,,,,,,,
5254,10,126,10,25,,,,,,,,,,,,Classified,41,48:02.4,7.357,0.238,38,01:04.2,131.3,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,6,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5255,10,126,11,11,,,,,,,,,,,,Classified,41,48:03.2,8.204,0.847,40,01:04.4,131,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,21,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5256,10,126,12,5,,,,,,,,,,,,Classified,41,48:05.4,10.349,2.145,15,01:04.2,131.4,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,12,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5257,10,126,13,3,,,,,,,,,,,,Classified,41,48:05.4,10.403,0.054,16,01:04.4,131.1,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,18,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5258,10,126,14,16,,,,,,,,,,,,Classified,41,48:06.2,11.124,0.721,17,01:04.1,131.6,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,26,Paul,ARON,,EST,EST,ARO,,,,,,,,
5259,10,126,15,51,,,,,,,,,,,,Classified,41,48:06.8,11.78,0.656,17,01:04.0,131.7,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,23,Kelvin,VAN DER LINDE,,ZAF,ZAF,VDL,,,,,,,,
5260,10,126,16,48,,,,,,,,,,,,Classified,41,48:07.2,12.143,0.363,39,01:04.6,130.6,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,19,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5261,10,126,17,33,,,,,,,,,,,,Classified,41,48:07.7,12.642,0.499,16,01:03.9,131.9,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,17,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5262,10,126,18,21,,,,,,,,,,,,Classified,41,48:11.5,16.494,3.852,16,01:04.5,130.8,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,25,Jordan,KING,,GBR,GBR,KIN,,,,,,,,
5263,10,126,19,17,,,,,,,,,,,,Classified,41,48:15.9,20.851,4.357,29,01:03.6,132.7,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,13,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5264,10,126,20,2,,,,,,,,,,,,Classified,41,48:31.8,36.753,15.902,29,01:04.8,130.1,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,8,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5265,10,126,,23,,,,,,,,,,,,Not classified,24,27:50.9,,,15,01:04.8,130.2,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,11,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5266,10,126,,7,,,,,,,,,,,,Not classified,10,11:15.7,,,10,01:05.3,129.1,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,7,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5267,10,127,1,9,,,,,,,,,,,,Classified,29,38:03.4,-,-,23,01:16.1,144.4,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,5,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5268,10,127,2,94,,,,,,,,,,,,Classified,29,38:04.2,0.796,0.796,26,01:16.8,143,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,2,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5269,10,127,3,37,,,,,,,,,,,,Classified,29,38:04.9,1.498,0.702,23,01:16.6,143.4,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,1,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5270,10,127,4,22,,,,,,,,,,,,Classified,29,38:05.2,1.743,0.245,25,01:16.5,143.6,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,3,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5271,10,127,5,1,,,,,,,,,,,,Classified,29,38:05.8,2.361,0.618,23,01:16.0,144.6,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,4,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5272,10,127,6,25,,,,,,,,,,,,Classified,29,38:06.0,2.599,0.238,23,01:16.8,143,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,6,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5273,10,127,7,21,,,,,,,,,,,,Classified,29,38:06.3,2.818,0.219,23,01:16.7,143.2,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,25,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5274,10,127,8,16,,,,,,,,,,,,Classified,29,38:07.0,3.61,0.792,24,01:16.4,143.7,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,15,Sébastien,BUEMI,,CHE,CHE,BUE,,,,,,,,
5275,10,127,9,2,,,,,,,,,,,,Classified,29,38:07.5,4.095,0.485,23,01:16.6,143.4,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,9,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5276,10,127,10,11,,,,,,,,,,,,Classified,29,38:07.8,4.397,0.302,21,01:16.5,143.7,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,23,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5277,10,127,11,23,,,,,,,,,,,,Classified,29,38:08.2,4.791,0.394,25,01:16.4,143.7,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,11,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5278,10,127,12,4,,,,,,,,,,,,Classified,29,38:08.5,5.083,0.292,25,01:16.1,144.2,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,14,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5279,10,127,13,3,,,,,,,,,,,,Classified,29,38:08.9,5.425,0.342,24,01:16.6,143.3,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,18,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5280,10,127,14,17,,,,,,,,,,,,Classified,29,38:09.2,5.793,0.368,25,01:16.4,143.7,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,13,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5281,10,127,15,51,,,,,,,,,,,,Classified,29,38:09.6,6.178,0.385,24,01:16.8,143,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,16,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5282,10,127,16,5,,,,,,,,,,,,Classified,29,38:10.0,6.566,0.388,25,01:16.8,143,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,12,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5283,10,127,17,8,,,,,,,,,,,,Classified,29,38:10.4,6.944,0.378,22,01:16.7,143.2,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,10,Sam,BIRD,,GBR,GBR,BIR,,,,,,,,
5284,10,127,18,13,,,,,,,,,,,,Classified,29,38:10.6,7.165,0.221,25,01:16.8,143,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,8,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5285,10,127,19,18,,,,,,,,,,,,Classified,29,38:10.8,7.372,0.207,22,01:16.7,143.2,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,19,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5286,10,127,20,33,,,,,,,,,,,,Classified,29,38:11.1,7.688,0.316,22,01:16.8,143,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,17,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5287,10,127,21,7,,,,,,,,,,,,Classified,29,38:16.6,13.165,5.477,24,01:16.9,142.9,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,7,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5288,10,127,,48,,,,,,,,,,,,Not classified,16,21:33.7,,,15,01:18.5,139.9,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5289,10,128,1,13,,,,,,,,,,,,Classified,28,36:04.6,-,-,24,01:15.9,144.8,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,8,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5290,10,128,2,5,,,,,,,,,,,,Classified,28,36:05.2,0.612,0.612,25,01:15.9,144.8,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,12,Jake,HUGHES,,GBR,GBR,HUG,,,,,,,,
5291,10,128,3,17,,,,,,,,,,,,Classified,28,36:05.7,1.122,0.51,4,01:15.4,145.8,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,14,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5292,10,128,4,37,,,,,,,,,,,,Classified,28,36:06.8,2.215,1.093,28,01:15.7,145.2,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,1,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5293,10,128,5,9,,,,,,,,,,,,Classified,28,36:07.8,3.167,0.952,28,01:16.0,144.6,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,4,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5294,10,128,6,2,,,,,,,,,,,,Classified,28,36:08.5,3.861,0.694,28,01:16.0,144.5,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,9,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5295,10,128,7,25,,,,,,,,,,,,Classified,28,36:09.0,4.374,0.513,25,01:16.0,144.5,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,6,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5296,10,128,8,7,,,,,,,,,,,,Classified,28,36:09.7,5.077,0.703,27,01:16.0,144.5,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,7,Maximilian,GÜNTHER,,DEU,DEU,GUE,,,,,,,,
5297,10,128,9,4,,,,,,,,,,,,Classified,28,36:12.4,7.846,2.769,6,01:16.0,144.5,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,15,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5298,10,128,10,22,,,,,,,,,,,,Classified,28,36:13.4,8.84,0.994,25,01:16.2,144.1,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,3,Oliver,ROWLAND,,GBR,GBR,ROW,,,,,,,,
5299,10,128,11,1,,,,,,,,,,,,Classified,28,36:14.2,9.634,0.794,25,01:16.2,144.1,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,5,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5300,10,128,12,16,,,,,,,,,,,,Classified,28,36:14.7,10.143,0.509,6,01:15.7,145,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,13,Sébastien,BUEMI,,CHE,CHE,BUE,,,,,,,,
5301,10,128,13,48,,,,,,,,,,,,Classified,28,36:16.0,11.423,1.28,24,01:16.3,143.9,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5302,10,128,14,23,,,,,,,,,,,,Classified,28,36:16.9,12.28,0.857,24,01:16.3,143.9,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,11,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5303,10,128,15,51,,,,,,,,,,,,Classified,28,36:17.4,12.751,0.471,25,01:16.3,144,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,16,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5304,10,128,16,21,,,,,,,,,,,,Classified,28,36:17.7,13.102,0.351,27,01:16.3,144,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,21,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5305,10,128,17,18,,,,,,,,,,,,Classified,28,36:20.6,15.973,2.871,24,01:16.1,144.3,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,19,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5306,10,128,18,3,,,,,,,,,,,,Classified,28,36:21.0,16.419,0.446,6,01:15.9,144.8,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,18,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5307,10,128,19,11,,,,,,,,,,,,Classified,28,36:54.7,50.057,33.638,21,01:15.7,145.1,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,24,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5308,10,128,20,94,,,,,,,,,,,,Classified,28,37:06.3,+1:01.675,11.618,21,01:15.4,145.6,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,2,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5309,10,128,21,33,,,,,,,,,,,,Classified,28,37:29.0,+1:24.415,22.74,21,01:15.6,145.3,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,17,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5310,10,128,,8,,,,,,,,,,,,Not classified,18,23:48.6,,,6,01:16.2,144.2,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,10,Sam,BIRD,,GBR,GBR,BIR,,,,,,,,
5311,10,129,1,13,,,,,,,,,,,,Classified,27,34:00.1,-,-,27,01:11.8,159.9,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,7,António Félix,DA COSTA,,PRT,PRT,DAC,,,,,,,,
5312,10,129,2,4,,,,,,,,,,,,Classified,27,34:00.5,0.415,0.415,27,01:11.8,159.9,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,15,Robin,FRIJNS,,NLD,NLD,FRI,,,,,,,,
5313,10,129,3,25,,,,,,,,,,,,Classified,27,34:01.5,1.44,1.025,27,01:12.3,158.9,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,6,Jean-Éric,VERGNE,,FRA,FRA,JEV,,,,,,,,
5314,10,129,4,48,,,,,,,,,,,,Classified,27,34:01.8,1.701,0.261,27,01:12.2,159,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,20,Edoardo,MORTARA,,CHE,CHE,MOR,,,,,,,,
5315,10,129,5,51,,,,,,,,,,,,Classified,27,34:02.2,2.086,0.385,27,01:12.3,158.9,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,16,Nico,MÜLLER,,CHE,CHE,MUE,,,,,,,,
5316,10,129,6,1,,,,,,,,,,,,Classified,27,34:02.7,2.634,0.548,27,01:12.1,159.4,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,5,Jake,DENNIS,,GBR,GBR,DEN,,,,,,,,
5317,10,129,7,8,,,,,,,,,,,,Classified,27,34:03.0,2.858,0.224,27,01:12.6,158.2,NEOM McLaren Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,12,Sam,BIRD,,GBR,GBR,BIR,,,,,,,,
5318,10,129,8,9,,,,,,,,,,,,Classified,27,34:04.6,4.507,1.649,27,01:11.6,160.4,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,3,Mitch,EVANS,,NZL,NZL,EVA,,,,,,,,
5319,10,129,9,2,,,,,,,,,,,,Classified,27,34:05.3,5.183,0.676,25,01:12.7,158.1,DS PENSKE,,,,DS E-TENSE FE23,HANKOOK,,,,,,,,,,9,Stoffel,VANDOORNE,,BEL,BEL,VAN,,,,,,,,
5320,10,129,10,94,,,,,,,,,,,,Classified,27,34:05.8,5.653,0.47,25,01:12.8,157.7,TAG Heuer Porsche Formula E Team,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,2,Pascal,WEHRLEIN,,DEU,DEU,WEH,,,,,,,,
5321,10,129,11,11,,,,,,,,,,,,Classified,27,34:06.4,6.325,0.672,25,01:12.7,157.9,ABT CUPRA FORMULA E TEAM,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,24,Lucas,DI GRASSI,,BRA,BRA,DIG,,,,,,,,
5322,10,129,12,21,,,,,,,,,,,,Classified,27,34:06.6,6.477,0.152,25,01:12.7,157.9,MAHINDRA RACING,,,,Mahindra M10Electro,HANKOOK,,,,,,,,,,21,Nyck,DE VRIES,,NLD,NLD,DEV,,,,,,,,
5323,10,129,13,17,,,,,,,,,,,,Classified,27,34:06.6,6.487,0.01,24,01:12.4,158.6,Andretti Formula E,,,,Porsche 99X Electric,HANKOOK,,,,,,,,,,11,Norman,NATO,,FRA,FRA,NAT,,,,,,,,
5324,10,129,14,3,,,,,,,,,,,,Classified,27,34:07.0,6.857,0.37,25,01:12.6,158.1,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,18,Sérgio,SETTE CÂMARA,,BRA,BRA,SET,,,,,,,,
5325,10,129,15,23,,,,,,,,,,,,Classified,27,34:08.8,8.686,1.829,18,01:12.4,158.7,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,13,Sacha,FENESTRAZ,,FRA,FRA,FEN,,,,,,,,
5326,10,129,16,18,,,,,,,,,,,,Classified,27,34:14.1,14.031,5.345,24,01:12.2,159.1,Maserati MSG Racing,,,,Maserati Tipo Folgore,HANKOOK,,,,,,,,,,19,Jehan,DARUVALA,,IND,IND,DAR,,,,,,,,
5327,10,129,17,33,,,,,,,,,,,,Classified,27,34:14.3,14.186,0.155,24,01:12.6,158.1,ERT Formula E Team,,,,ERT X24,HANKOOK,,,,,,,,,,17,Dan,TICKTUM,,GBR,GBR,TIC,,,,,,,,
5328,10,129,18,22,,,,,,,,,,,,Classified,27,34:15.1,15.005,0.819,26,01:12.0,159.4,Nissan Formula E Team,,,,Nissan e-4ORCE 04,HANKOOK,,,,,,,,,,28,Caio,COLLET,,BRA,BRA,COL,,,,,,,,
5329,10,129,19,37,,,,,,,,,,,,Classified,27,34:15.5,15.445,0.44,24,01:12.6,158.3,Jaguar TCS Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,1,Nick,CASSIDY,,NZL,NZL,CAS,,,,,,,,
5330,10,129,20,16,,,,,,,,,,,,Classified,27,34:58.5,58.409,42.964,24,01:12.5,158.4,Envision Racing,,,,Jaguar I-TYPE 6,HANKOOK,,,,,,,,,,14,Sébastien,BUEMI,,CHE,CHE,BUE,,,,,,,,
